CRDSecid,AcnoMinor,Notional,InstrCode,IssueCurrency,TradeDate,MaturityDate,HiNetSedol,TransactionType,Quantity,Price,HiNetISIN,LongShort
1887196878                    ,70GB        ,2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,(null),(null),L
1881715926                    ,70GB        ,-2788498,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1881715911                    ,70GB        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758187                    ,9752        ,2230798.4,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L
1884002234                    ,9752        ,-307.97,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636741                       ,OPTIONS,-250,99.62451,(null),S
1880563645                    ,9752        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,3.922326685,(null),L
1880563535                    ,9752        ,-2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,99.99065,(null),S
1881715915                    ,9752        ,2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1882394219                    ,9752        ,-2500000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1882393940                    ,9752        ,-622169.13,INTRTSWP,BRL,5/15/2019,2026-05-15 00:00:00,(null),SWAPS,-2500000,99.125,(null),S
1887196878                    ,9752        ,2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,(null),(null),L
1881715926                    ,9752        ,-2788498,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1881715911                    ,9752        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1888974622                    ,4568        ,173250.39,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,429050,99.811319,(null),L
1888974586                    ,4568        ,83994.67,EQTRSWP,AUD,5/21/2019,2020-01-15 00:00:00,9624779                       ,SWAPS,121877,(null),(null),L
1888974625                    ,4568        ,264673.5,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,23268,99.828681,(null),L
1888974643                    ,4568        ,140533.63,EQTRSWP,CAD,5/21/2019,2020-01-15 00:00:00,9624809                       ,SWAPS,4260,(null),(null),L
1888974768                    ,4568        ,11478.07,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,102209,(null),(null),L
1888974753                    ,4568        ,388591.39,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,6842,56.92,(null),L
1888974759                    ,4568        ,97819.56,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3912,24.81,(null),L
1888974756                    ,4568        ,165895.52,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3808,43.57,(null),L
1888974793                    ,4568        ,-67123.7,EQTRSWP,AUD,5/21/2019,2020-01-15 00:00:00,9624702                       ,SWAPS,-110950,100.588,(null),S
1888974532                    ,4568        ,59194.47,EQTRSWP,EUR,5/21/2019,2020-01-15 00:00:00,9624854                       ,SWAPS,1465,39.06128003,(null),L
1888974632                    ,4568        ,137361.32,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,12248,11.31,(null),L
1888974646                    ,4568        ,230913.18,EQTRSWP,MXN,5/21/2019,2020-01-15 00:00:00,9624649                       ,SWAPS,222749,(null),(null),L
1888974595                    ,4568        ,94662.2,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,19211,4.94,(null),L
1888974607                    ,4568        ,200364.84,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4824,42.16,(null),L
1888974592                    ,4568        ,186126.71,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,9086,20.94,(null),L
1888974613                    ,4568        ,221669.12,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4352,49.83,(null),L
1888974774                    ,4568        ,9971.01,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,686,14.66,(null),L
1888974780                    ,4568        ,197363.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,952,213.07,(null),L
1888974717                    ,4568        ,126715.78,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,251520,99.431444,(null),L
1888974803                    ,4568        ,162886.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,11955,13.68,(null),L
1888974561                    ,4568        ,184030.24,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2144,90.15,(null),L
1888974637                    ,4568        ,-64378.15,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4094,15.87,(null),S
1888974583                    ,4568        ,-80240.38,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4457799,113.0697301,(null),S
1888974628                    ,4568        ,-371832.51,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-9494,39.08,(null),S
1888974616                    ,4568        ,-165653.63,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-110252,(null),(null),S
1888974598                    ,4568        ,-205233.6,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-7360,28.4,(null),S
1888974771                    ,4568        ,-103917.36,EQTRSWP,GBP,5/21/2019,2020-01-15 00:00:00,9624616                       ,SWAPS,-27629,99.8575,(null),S
1888974706                    ,4568        ,-183527.5,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-3250,(null),(null),S
1888974749                    ,4568        ,-47126.2,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-68200,100.3311055,(null),S
1888974688                    ,4568        ,-31061.54,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-404,75.84,(null),S
1888974663                    ,4568        ,-156068.09,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-6997,22.55,(null),S
1888974709                    ,4568        ,-300140.1,EQTRSWP,SGD,5/21/2019,2020-01-15 00:00:00,9624627                       ,SWAPS,-1761500,(null),(null),S
1888974691                    ,4568        ,-146166.9,EQTRSWP,CAD,5/21/2019,2020-01-15 00:00:00,9624638                       ,SWAPS,-31117310,100.2684,(null),S
1888974555                    ,4568        ,-119203.15,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2074,58.72,(null),S
1888974573                    ,4568        ,-322107.99,EQTRSWP,HKD,5/21/2019,2020-01-15 00:00:00,9624735                       ,SWAPS,-650000,99.65625,(null),S
1888974800                    ,4568        ,-186702.2,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-9123,20.59,(null),S
1888974821                    ,4568        ,-47171.91,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-122,379.01,(null),S
1888974812                    ,4568        ,-302931.82,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-40364,(null),(null),S
1888974700                    ,4568        ,189005.66,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2741,69.9,(null),L
1888974564                    ,4568        ,140858.17,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4223,34.04,(null),L
1888974797                    ,4568        ,147993.25,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,10217,14.56,(null),L
1888974762                    ,4568        ,101112.94,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1991,51.34,(null),L
1888974601                    ,4568        ,-197881.94,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2357,84.03,(null),S
1888974777                    ,4568        ,-124333.27,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-18739,(null),(null),S
1888974604                    ,4568        ,-61425.59,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-369,171.23,(null),S
1888974610                    ,4568        ,-387309.21,EQTRSWP,JPY,5/21/2019,2020-01-15 00:00:00,9624810                       ,SWAPS,-11400,33.74728064,(null),S
1888974694                    ,4568        ,-142341.84,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-3551,38.88,(null),S
1888974703                    ,4568        ,-184596.43,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-7415,24.93,(null),S
1888974589                    ,4568        ,132702.12,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2639,50.42,(null),L
1885758235                    ,9810        ,2788498,RECSWPOP,EUR,5/17/2019,2019-08-17 00:00:00,(null),OPTIONS,2500000,111.6710541,(null),L
1885758088                    ,9810        ,-2788498,RESWPCDX,EUR,5/17/2019,2019-11-20 00:00:00,(null),OPTIONS,-2500000,(null),(null),S
1885758088                    ,9878        ,-2788498,RESWPCDX,EUR,5/17/2019,2019-11-20 00:00:00,(null),OPTIONS,-2500000,(null),(null),S
1882393779                    ,9810        ,1812710.73,INTRTSWP,SGD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196836                    ,9810        ,-2500000,FITRSWP,USD,5/20/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1882393779                    ,9752        ,1812710.73,INTRTSWP,SGD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196712                    ,9752        ,-2500000,FITRSWP,USD,5/20/2019,2020-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1882393779                    ,9878        ,1812710.73,INTRTSWP,SGD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1882394020                    ,9878        ,-597228.86,INTRTSWP,MYR,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,-2500000,0.025108391,(null),S
1887197274                    ,9878        ,-2500000,FITRSWP,USD,5/20/2019,2019-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758161                    ,9539        ,2500000,PASWPCDX,USD,5/17/2019,2020-02-19 00:00:00,(null),OPTIONS,2500000,(null),(null),L
1885758235                    ,9539        ,2788498,RECSWPOP,EUR,5/17/2019,2019-08-17 00:00:00,(null),OPTIONS,2500000,111.6710541,(null),L
1887196712                    ,9539        ,-2500000,FITRSWP,USD,5/20/2019,2020-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758161                    ,7AJF        ,2500000,PASWPCDX,USD,5/17/2019,2020-02-19 00:00:00,(null),OPTIONS,2500000,(null),(null),L
1885758235                    ,7AJF        ,2788498,RECSWPOP,EUR,5/17/2019,2019-08-17 00:00:00,(null),OPTIONS,2500000,111.6710541,(null),L
1885758088                    ,7AJF        ,-2788498,RESWPCDX,EUR,5/17/2019,2019-11-20 00:00:00,(null),OPTIONS,-2500000,(null),(null),S
1882394020                    ,7AJF        ,-597228.86,INTRTSWP,MYR,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,-2500000,0.025108391,(null),S
1887196836                    ,7AJF        ,-2500000,FITRSWP,USD,5/20/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1887196712                    ,7AJF        ,-2500000,FITRSWP,USD,5/20/2019,2020-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758235                    ,9577        ,2788498,RECSWPOP,EUR,5/17/2019,2019-08-17 00:00:00,(null),OPTIONS,2500000,111.6710541,(null),L
1882394020                    ,9577        ,-597228.86,INTRTSWP,MYR,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,-2500000,0.025108391,(null),S
1887197274                    ,9577        ,-2500000,FITRSWP,USD,5/20/2019,2019-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1887196836                    ,9577        ,-2500000,FITRSWP,USD,5/20/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758088                    ,70GB        ,-2788498,RESWPCDX,EUR,5/17/2019,2019-11-20 00:00:00,(null),OPTIONS,-2500000,(null),(null),S
1882393779                    ,70GB        ,1812710.73,INTRTSWP,SGD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887197274                    ,70GB        ,-2500000,FITRSWP,USD,5/20/2019,2019-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1887196712                    ,70GB        ,-2500000,FITRSWP,USD,5/20/2019,2020-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758161                    ,3472        ,2500000,PASWPCDX,USD,5/17/2019,2020-02-19 00:00:00,(null),OPTIONS,2500000,(null),(null),L
1882394020                    ,3472        ,-597228.86,INTRTSWP,MYR,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,-2500000,0.025108391,(null),S
1887197274                    ,3472        ,-2500000,FITRSWP,USD,5/20/2019,2019-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1884002059                    ,9539        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L
1885758126                    ,9539        ,2230798.4,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L
1885758199                    ,9539        ,-2788498,PAYSWPOP,EUR,5/17/2019,2020-01-17 00:00:00,(null),OPTIONS,-2500000,113.0697301,(null),S
1884002059                    ,9539        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L
1885758126                    ,9810        ,2230798.4,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L
1885758126                    ,9752        ,2230798.4,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L
1885758199                    ,9878        ,-2788498,PAYSWPOP,EUR,5/17/2019,2020-01-17 00:00:00,(null),OPTIONS,-2500000,113.0697301,(null),S
1880563537                    ,9539        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,(null),(null),L
1882394239                    ,9539        ,2500000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196653                    ,9539        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L
1887196898                    ,9539        ,-2500000,FITRSWP,USD,5/20/2019,2020-03-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1881712595                    ,9539        ,2788498,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,2500000,115.413,(null),L
1881715797                    ,9539        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1880563649                    ,9810        ,-2500000,CRDEFSWP,USD,5/13/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,5.190288969,(null),S
1882393720                    ,9810        ,-3625421.46,INTRTSWP,SGD,5/15/2019,2026-05-17 00:00:00,(null),SWAPS,-5000000,(null),(null),S
1887196653                    ,9810        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L
1887196776                    ,9810        ,2791237.75,FITRSWP,EUR,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,90.0784,(null),L
1888975450                    ,4568        ,154664.48,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4397,35.22,(null),L
1888975471                    ,4568        ,-205335.38,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-10925,18.78,(null),S
1888975915                    ,4568        ,-108313.2,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-480751,99.7474,(null),S
1888975945                    ,4568        ,-63836.37,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1014,62.86,(null),S
1888975897                    ,4568        ,-104869.46,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-46974,2.0763,(null),S
1888975776                    ,4568        ,-35375.61,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1842,19.47,(null),S
1888975794                    ,4568        ,-235533.58,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-32465,6.9,(null),S
1888975493                    ,4568        ,320979.26,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,80295,4.16,(null),L
1888975415                    ,4568        ,289816.5,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,17033,16.94,(null),L
1888975411                    ,4568        ,52158.08,EQTRSWP,EUR,5/21/2019,2020-01-15 00:00:00,9625534                       ,SWAPS,2484,(null),(null),L
1888975485                    ,4568        ,346812.38,EQTRSWP,GBP,5/21/2019,2020-01-15 00:00:00,9625471                       ,SWAPS,602191,(null),(null),L
1888975909                    ,4568        ,123091.57,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3262,37.49,(null),L
1888975903                    ,4568        ,5623.8,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,312,(null),(null),L
1888975785                    ,4568        ,353061.22,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,11847692,(null),(null),L
1888975825                    ,4568        ,288763.72,EQTRSWP,AUD,5/21/2019,2020-01-15 00:00:00,9625426                       ,SWAPS,3492935,(null),(null),L
1888975460                    ,4568        ,-182367.65,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-87153,1.99,(null),S
1888975457                    ,4568        ,-221533.1,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2129,106.95,(null),S
1888975478                    ,4568        ,-41319.71,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-489570,(null),(null),S
1888975418                    ,4568        ,-37057.6,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1216,30.55,(null),S
1888975936                    ,4568        ,-188256.87,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-24182,7.45,(null),S
1888975490                    ,4568        ,-301177.4,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-240461,(null),(null),S
1888975894                    ,4568        ,-228841.39,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-50489,4.39,(null),S
1888975482                    ,4568        ,-159838.26,EQTRSWP,SEK,5/21/2019,2020-01-15 00:00:00,9625482                       ,SWAPS,-5848,29.7142146,(null),S
1888975788                    ,4568        ,-23986.67,EQTRSWP,AUD,5/21/2019,2020-01-15 00:00:00,9625512                       ,SWAPS,-11439,(null),(null),S
1888975463                    ,4568        ,192630.36,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,6968,27.2,(null),L
1888975387                    ,4568        ,319888.63,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,22981,13.57,(null),L
1888975851                    ,4568        ,230594.68,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,76929,(null),(null),L
1888975998                    ,4568        ,1693856,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,393920000,(null),(null),L
1888975949                    ,4568        ,357983.51,EQTRSWP,EUR,5/21/2019,2020-01-15 00:00:00,9625459                       ,SWAPS,8845,(null),(null),L
1888975930                    ,4568        ,225413.08,EQTRSWP,HKD,5/21/2019,2020-01-15 00:00:00,9625288                       ,SWAPS,462000,(null),(null),L
1888975891                    ,4568        ,379913.6,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,473000,(null),(null),L
1888975912                    ,4568        ,181895.81,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,903,203.18,(null),L
1888975944                    ,4568        ,149872.1,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1121,134.82,(null),L
1888975927                    ,4568        ,215628.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2605,82.44,(null),L
1888975779                    ,4568        ,69463,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1757,39.05,(null),L
1888975782                    ,4568        ,28085.7,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,16843,1.83,(null),L
1888975767                    ,4568        ,92067.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2659,36.55,(null),L
1888975800                    ,4568        ,22130.34,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,932,24.01,(null),L
1888975813                    ,4568        ,158422.35,EQTRSWP,SEK,5/21/2019,2020-01-15 00:00:00,9625501                       ,SWAPS,6815,99.773269,(null),L
1888975770                    ,4568        ,351190.13,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4425,79.59,(null),L
1888975773                    ,4568        ,4465600,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1116400000,(null),(null),L
1888975806                    ,4568        ,247696.1,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,11860,21.37,(null),L
1888975764                    ,4568        ,63503.45,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,43182,(null),(null),L
1888975384                    ,4568        ,-389170.93,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-16445,23.98,(null),S
1888975496                    ,4568        ,-201981.78,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-5852,34.15,(null),S
1888975918                    ,4568        ,-208716.06,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4489,46.81,(null),S
1888975906                    ,4568        ,-95553.32,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4311,22.83,(null),S
1888975921                    ,4568        ,-158126.55,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-21470,7.3,(null),S
1888975380                    ,4568        ,-158161.78,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-6089,106.585,(null),S
1888975924                    ,4568        ,-314820.49,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4177,75.8,(null),S
1888975940                    ,4568        ,-12913.66,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-6385,2.19,(null),S
1888975900                    ,4568        ,-69361.19,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-145625,(null),(null),S
1888975933                    ,4568        ,-202049.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1873,105.76,(null),S
1888975791                    ,4568        ,-100028.57,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-819,123.17,(null),S
1888975761                    ,4568        ,-163838.48,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-15493,10.2,(null),S
1888975817                    ,4568        ,-212885.34,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-11573,18.21,(null),S
1888975803                    ,4568        ,-34288.5,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-300,115.97,(null),S
1888975821                    ,4568        ,-222550.9,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-10244,21.44,(null),S
1888975809                    ,4568        ,-292962.69,EQTRSWP,HKD,5/21/2019,2020-01-15 00:00:00,9625460                       ,SWAPS,-4658000,110.994,(null),S
1880563537                    ,9752        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,(null),(null),L
1880563649                    ,9752        ,-2500000,CRDEFSWP,USD,5/13/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,5.190288969,(null),S
1882394239                    ,9752        ,2500000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196653                    ,9752        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L
1882393959                    ,9878        ,622169.13,INTRTSWP,BRL,5/15/2019,2020-05-15 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196776                    ,9878        ,2791237.75,FITRSWP,EUR,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,90.0784,(null),L
1884002059                    ,7AJF        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L
1885758126                    ,7AJF        ,2230798.4,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L
1885758199                    ,7AJF        ,-2788498,PAYSWPOP,EUR,5/17/2019,2020-01-17 00:00:00,(null),OPTIONS,-2500000,113.0697301,(null),S
1884002059                    ,7AJF        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L
1880563537                    ,7AJF        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,(null),(null),L
1880563649                    ,7AJF        ,-2500000,CRDEFSWP,USD,5/13/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,5.190288969,(null),S
1882394239                    ,7AJF        ,2500000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196653                    ,7AJF        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L
1887196776                    ,7AJF        ,2791237.75,FITRSWP,EUR,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,90.0784,(null),L
1887196898                    ,7AJF        ,-2500000,FITRSWP,USD,5/20/2019,2020-03-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1881712595                    ,7AJF        ,2788498,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,2500000,115.413,(null),L
1881715797                    ,7AJF        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1884002059                    ,9577        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L
1885758126                    ,9577        ,2230798.4,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L
1885758199                    ,9577        ,-2788498,PAYSWPOP,EUR,5/17/2019,2020-01-17 00:00:00,(null),OPTIONS,-2500000,113.0697301,(null),S
1884002059                    ,9577        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L
1882393959                    ,9577        ,622169.13,INTRTSWP,BRL,5/15/2019,2020-05-15 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196776                    ,9577        ,2791237.75,FITRSWP,EUR,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,90.0784,(null),L
1887196898                    ,9577        ,-2500000,FITRSWP,USD,5/20/2019,2020-03-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
