Trade Date,Maturity Date,Account Abbreviation,Notional,ID2,Product Type,Currency Code,Equity Underlying Identifier,ID3,Option Exercise Start Date,# of Shares/Options,Notional 2,InitialEqtyPrice,Executing Broker,Protection,Pay/Receive,LastEqtyResetPrice,2nd Leg Notional
5/21/2019,1/17/2020,4568,59762.03,1888975133,EQS,USD,B0539H3,1888975134,,,1359,43.975,,,Pay,43.975,59762.03
5/21/2019,1/17/2020,4568,193781.25,1888975143,EQS,USD,BMMVY68,1888975144,,,13807,14.035,,,Pay,14.035,193781.25
5/21/2019,1/17/2020,4568,190595.3,1888975466,EQS,USD,BYTC1B2,1888975467,,,19012,10.025,,,Receive,10.025,190595.3
5/21/2019,1/17/2020,4568,37057.6,1888975418,EQS,USD,BDFN1P6,1888975419,,,1216,30.475,,,Pay,30.475,37057.6
5/21/2019,1/17/2020,4568,221533.1,1888975457,EQS,USD,B1XGNW4,1888975458,,,2129,104.055,,,Pay,104.055,221533.1
5/21/2019,1/17/2020,4568,289816.5,1888975415,EQS,USD,BZB13V8,1888975416,,,17033,17.015,,,Receive,17.015,289816.5
5/21/2019,1/17/2020,4568,320979.26,1888975493,EQS,USD,B8946X3,1888975494,,,80295,3.9975,,,Receive,3.9975,320979.26
5/21/2019,1/17/2020,4568,389170.92,1888975384,EQS,USD,BWFY550,1888975385,,,16445,23.665,,,Pay,23.665,389170.92
5/21/2019,1/17/2020,4568,201981.78,1888975496,EQS,USD,B081VQ7,1888975497,,,5852,34.515,,,Pay,34.515,201981.78
5/21/2019,1/17/2020,4568,1541743.91,1888975482,EQS,SEK,BF1K7P7,1888975483,,,5848,263.6361,,,Pay,263.6361,1541743.91
5/21/2019,1/17/2020,4568,205335.38,1888975471,EQS,USD,B9C60K8,1888975472,,,10925,18.795,,,Pay,18.795,205335.38
5/21/2019,1/17/2020,4568,222550.9,1888975821,EQS,USD,BYWKLM4,1888975822,,,10244,21.725,,,Pay,21.725,222550.9
5/21/2019,1/17/2020,4568,34288.5,1888975803,EQS,USD,B3F1XM1,1888975804,,,300,114.295,,,Pay,114.295,34288.5
5/21/2019,1/17/2020,4568,22130.34,1888975800,EQS,USD,BYPZMR8,1888975801,,,932,23.745,,,Receive,23.745,22130.34
5/21/2019,1/17/2020,4568,247696.1,1888975806,EQS,USD,BDF9YM2,1888975807,,,11860,20.885,,,Receive,20.885,247696.1
5/21/2019,1/17/2020,4568,351190.13,1888975770,EQS,USD,BYT3MK1,1888975771,,,4425,79.365,,,Receive,79.365,351190.13
5/21/2019,1/17/2020,4568,92067.88,1888975767,EQS,USD,BYMN2T7,1888975768,,,2659,34.625,,,Receive,34.625,92067.88
5/21/2019,1/17/2020,4568,212885.33,1888975817,EQS,USD,BYY9FS3,1888975818,,,11573,18.395,,,Pay,18.395,212885.33
5/21/2019,1/17/2020,4568,28085.7,1888975782,EQS,USD,B4L5089,1888975783,,,16843,1.6675,,,Receive,1.6675,28085.7
5/21/2019,1/17/2020,4568,35375.61,1888975776,EQS,USD,B1F76F9,1888975777,,,1842,19.205,,,Pay,19.205,35375.61
5/21/2019,1/17/2020,4568,69462.99,1888975779,EQS,USD,BNBRDD4,1888975780,,,1757,39.535,,,Receive,39.535,69462.99
5/21/2019,1/17/2020,4568,100028.57,1888975791,EQS,USD,B1VP7R6,1888975792,,,819,122.135,,,Pay,122.135,100028.57
5/21/2019,1/17/2020,4568,108313.2,1888975915,EQS,USD,BQ1FYB4,1888975916,,,480751,0.2253,,,Pay,0.2253,108313.2
5/21/2019,1/17/2020,4568,228841.39,1888975894,EQS,USD,BDFYV82,1888975895,,,50489,4.5325,,,Pay,4.5325,228841.39
5/21/2019,1/17/2020,4568,188256.87,1888975936,EQS,USD,BN458W9,1888975937,,,24182,7.785,,,Pay,7.785,188256.87
5/21/2019,1/17/2020,4568,123091.57,1888975909,EQS,USD,BDZDRC5,1888975910,,,3262,37.735,,,Receive,37.735,123091.57
5/21/2019,1/17/2020,4568,181895.8,1888975912,EQS,USD,B8383P2,1888975913,,,903,201.435,,,Receive,201.435,181895.8
5/21/2019,1/17/2020,4568,63836.37,1888975945,EQS,USD,B01ZP20,1888975946,,,1014,62.955,,,Pay,62.955,63836.37
5/21/2019,1/17/2020,4568,158126.55,1888975921,EQS,USD,RIG,1888975922,,,21470,,,,Pay,,158126.55
5/21/2019,1/17/2020,4568,95553.32,1888975906,EQS,USD,BYY9947,1888975907,,,4311,22.165,,,Pay,22.165,95553.32
5/21/2019,1/17/2020,4568,208716.05,1888975918,EQS,USD,B7LG306,1888975919,,,4489,46.495,,,Pay,46.495,208716.05
5/21/2019,1/17/2020,4568,202049.88,1888975933,EQS,USD,B6T6J81,1888975934,,,1873,107.875,,,Pay,107.875,202049.88
5/21/2019,1/17/2020,4568,215628.88,1888975927,EQS,USD,B1BHXZ2,1888975928,,,2605,82.775,,,Receive,82.775,215628.88
5/21/2019,1/17/2020,4568,149872.1,1888975944,EQS,USD,BDR73G1,1888975947,,,1121,133.695,,,Receive,133.695,149872.1
5/21/2019,1/17/2020,4568,230594.68,1888975851,EQS,USD,BYXJC72,1888975852,,,76929,2.9975,,,Receive,2.9975,230594.68
5/21/2019,1/17/2020,4568,120489.02,1888976019,EQS,USD,B84KWJ4,1888976020,,,4503,26.7575,,,Receive,26.7575,120489.02
5/21/2019,1/17/2020,4568,8283.02,1888975860,EQS,USD,BJH08C3,1888975861,,,410,20.2025,,,Pay,20.2025,8283.02
5/21/2019,1/17/2020,4568,157190.25,1888975854,EQS,CHF,BF0YK62,1888975855,,,7452,21.0937,,,Pay,21.0937,157190.25
5/21/2019,1/17/2020,4568,9360.37,1888975866,EQS,USD,BD6P5Q0,1888975867,,,68,137.6525,,,Pay,137.6525,9360.37
5/21/2019,1/17/2020,4568,15537.07,1888975872,EQS,USD,B0338S9,1888975873,,,3063,5.0725,,,Pay,5.0725,15537.07
5/21/2019,1/17/2020,4568,365204.58,1888975848,EQS,USD,BF2W2T1,1888975849,,,1866145,0.1957,,,Receive,0.1957,365204.58
5/21/2019,1/17/2020,4568,121196.21,1888975857,EQS,USD,B7D65M0,1888975858,,,2909,41.6625,,,Pay,41.6625,121196.21
5/21/2019,1/17/2020,4568,15534.13,1888976016,EQS,USD,BGH3F75,1888976017,,,879,17.6725,,,Pay,17.6725,15534.13
5/21/2019,1/17/2020,4568,209948.95,1888975863,EQS,USD,BDV82B8,1888975864,,,2789,75.2775,,,Receive,75.2775,209948.95
5/21/2019,1/17/2020,4568,112388.09,1888975875,EQS,USD,BVFMFG8,1888975876,,,5785,19.4275,,,Receive,19.4275,112388.09
5/21/2019,1/17/2020,4568,110688.99,1888976138,EQS,USD,B1W7RQ0,1888976139,,,2821,39.2375,,,Receive,39.2375,110688.99
5/21/2019,1/17/2020,4568,167134.27,1888976073,EQS,USD,BMH0MV1,1888976074,,,11996,13.9325,,,Pay,13.9325,167134.27
5/21/2019,1/17/2020,4568,32099.83,1888976104,EQS,USD,BYQD7L0,1888976105,,,3029,10.5975,,,Receive,10.5975,32099.83
5/21/2019,1/17/2020,4568,181560.83,1888976076,EQS,USD,B0BV2V6,1888976077,,,9043,20.0775,,,Receive,20.0775,181560.83
5/21/2019,1/17/2020,4568,223210.16,1888976134,EQS,USD,BYVY8G0,1888976135,,,195,1144.6675,,,Receive,1144.6675,223210.16
5/21/2019,1/17/2020,4568,27498.61,1888976100,EQS,USD,BS7T2S7,1888976101,,,903,30.4525,,,Pay,30.4525,27498.61
5/21/2019,1/17/2020,4568,101505.09,1888976097,EQS,USD,BYSGPK2,1888976098,,,11711,8.6675,,,Receive,8.6675,101505.09
5/21/2019,1/17/2020,4568,124295.93,1888976094,EQS,GBP,B4Y7R14,1888976095,,,99788,1.2456,,,Pay,1.2456,124295.93
5/21/2019,1/17/2020,4568,364197.38,1888976118,EQS,USD,BD2ZJQ2,1888976119,,,38086,9.5625,,,Pay,9.5625,364197.38
5/21/2019,1/17/2020,4568,122604.38,1888976111,EQS,USD,B4Y1MH7,1888976112,,,2237,54.8075,,,Receive,54.8075,122604.38
5/21/2019,1/17/2020,4568,25131.68,1888976141,EQS,USD,B847RJ0,1888976142,,,1216,20.6675,,,Receive,20.6675,25131.68
5/21/2019,1/17/2020,4568,88820.32,1888976070,EQS,USD,B23FN39,1888976071,,,510,174.1575,,,Receive,174.1575,88820.32
5/21/2019,1/17/2020,4568,209822.3,1888976091,EQS,USD,B796245,1888976092,,,14498,14.4725,,,Pay,14.4725,209822.3
5/21/2019,1/17/2020,4568,180792.29,1888978912,EQS,USD,B4QG225,1888978913,,,2212,81.7325,,,Pay,81.7325,180792.29
5/21/2019,1/17/2020,4568,226040.42,1888978931,EQS,USD,BCZNFT1,1888978932,,,21951,10.2975,,,Receive,10.2975,226040.42
5/21/2019,1/17/2020,4568,138271.96,1888978901,EQS,USD,B92CQF3,1888978902,,,10533,13.1275,,,Receive,13.1275,138271.96
5/21/2019,1/17/2020,4568,61532.28,1888978895,EQS,USD,BYY97H6,1888978896,,,5413,11.3675,,,Receive,11.3675,61532.28
5/21/2019,1/17/2020,4568,200927.14,1888978934,EQS,USD,BP3YM85,1888978935,,,6555,30.6525,,,Pay,30.6525,200927.14
5/21/2019,1/17/2020,4568,163131.16,1888978925,EQS,USD,B02TS99,1888978926,,,4336,37.6225,,,Pay,37.6225,163131.16
5/21/2019,1/17/2020,4568,181407.92,1888978916,EQS,USD,B00CR04,1888978917,,,9386,19.3275,,,Receive,19.3275,181407.92
5/21/2019,1/17/2020,4568,156186.17,1888978950,EQS,USD,BD4LHG4,1888978951,,,1747,89.4025,,,Pay,89.4025,156186.17
5/21/2019,1/17/2020,4568,5436.23,1888978892,EQS,USD,BD4R4G1,1888978893,,,254,21.4025,,,Pay,21.4025,5436.23
5/21/2019,1/17/2020,4568,180530.44,1888978883,EQS,USD,B85KFY9,1888978884,,,1395,129.4125,,,Pay,129.4125,180530.44
5/21/2019,1/17/2020,4568,299773.42,1888978941,EQS,USD,BYP97Q4,1888978942,,,18970,15.8025,,,Pay,15.8025,299773.42
5/21/2019,1/17/2020,4568,223510.31,1888979045,EQS,USD,B6VRG58,1888979046,,,8535,26.1875,,,Receive,26.1875,223510.31
5/21/2019,1/17/2020,4568,103138.24,1888979066,EQS,USD,BYXB1Y8,1888979067,,,6562,15.7175,,,Receive,15.7175,103138.24
5/21/2019,1/17/2020,4568,274501.45,1888979069,EQS,USD,BYVYD43,1888979070,,,6782,40.475,,,Receive,40.475,274501.45
5/21/2019,1/17/2020,4568,78940.79,1888979089,EQS,USD,B8FW545,1888979090,,,3157,25.005,,,Receive,25.005,78940.79
5/21/2019,1/17/2020,4568,128775.47,1888979099,EQS,USD,B11FJK3,1888979100,,,287,448.695,,,Receive,448.695,128775.47
5/21/2019,1/17/2020,4568,178028.02,1888979060,EQS,USD,BRHZ1X6,1888979061,,,5271,33.775,,,Receive,33.775,178028.02
5/21/2019,1/17/2020,4568,193695.44,1888979054,EQS,USD,B0J7D57,1888979055,,,1328,145.855,,,Pay,145.855,193695.44
5/21/2019,1/17/2020,4568,100733,1888979057,EQS,USD,B11FJD6,1888979058,,,6501,15.495,,,Receive,15.495,100733
5/21/2019,1/17/2020,4568,210942.13,1888979080,EQS,USD,BD8QGD5,1888979081,,,5494,38.395,,,Receive,38.395,210942.13
5/21/2019,1/17/2020,4568,31959.9,1888979072,EQS,USD,B1XRCZ3,1888979073,,,3204,9.975,,,Receive,9.975,31959.9
5/21/2019,1/17/2020,4568,189089.82,1888979102,EQS,USD,B4NPMX6,1888979103,,,6948,27.215,,,Pay,27.215,189089.82
5/21/2019,1/17/2020,4568,44453.31,1888979095,EQS,USD,B783TY6,1888979096,,,611,72.755,,,Receive,72.755,44453.31
5/21/2019,1/17/2020,4568,238101.44,1888979076,EQS,USD,BYQBFT8,1888979077,,,6357,37.455,,,Receive,37.455,238101.44
5/21/2019,1/17/2020,4568,125776.99,1888979092,EQS,USD,B00GJC2,1888979093,,,2042,61.595,,,Pay,61.595,125776.99
5/21/2019,1/17/2020,4568,22607.68,1888979086,EQS,USD,BNBPMX1,1888979087,,,2752,8.215,,,Receive,8.215,22607.68
5/21/2019,1/17/2020,4568,14702.75,1888979010,EQS,USD,B2Q8249,1888979011,,,1150,12.785,,,Pay,12.785,14702.75
5/21/2019,1/17/2020,4568,210282.6,1888978980,EQS,USD,BZ09BD1,1888978981,,,1688,124.575,,,Receive,124.575,210282.6
5/21/2019,1/17/2020,4568,181438.89,1888979013,EQS,USD,B76LYJ2,1888979014,,,5489,33.055,,,Pay,33.055,181438.89
5/21/2019,1/17/2020,4568,145647.1,1888978986,EQS,USD,BKY7X18,1888978987,,,2932,49.675,,,Pay,49.675,145647.1
5/21/2019,1/17/2020,4568,123679.55,1888978968,EQS,USD,B292PW7,1888978969,,,9031,13.695,,,Receive,13.695,123679.55
5/21/2019,1/17/2020,4568,174512.63,1888978992,EQS,USD,BH2R795,1888978993,,,17495,9.975,,,Receive,9.975,174512.63
5/21/2019,1/17/2020,4568,212730.5,1888979016,EQS,USD,BNG83R6,1888979017,,,21220,10.025,,,Pay,10.025,212730.5
5/21/2019,1/17/2020,4568,18517.4,1888978971,EQS,USD,B00V7H8,1888978972,,,440,42.085,,,Pay,42.085,18517.4
5/21/2019,1/17/2020,4568,148381.83,1888979004,EQS,USD,B0C8KV2,1888979005,,,5041,29.435,,,Receive,29.435,148381.83
5/21/2019,1/17/2020,4568,183353.5,1888978974,EQS,USD,BDTZZG7,1888978975,,,2332,78.625,,,Receive,78.625,183353.5
5/21/2019,1/17/2020,4568,65618.65,1888978965,EQS,USD,B2QH310,1888978966,,,2829,23.195,,,Pay,23.195,65618.65
5/21/2019,1/17/2020,4568,115036.81,1888978977,EQS,USD,B5424Q0,1888978978,,,1289,89.245,,,Pay,89.245,115036.81
5/21/2019,1/17/2020,4568,177050.48,1888979161,EQS,USD,BWFRFC6,1888979162,,,2385,74.235,,,Receive,74.235,177050.48
5/21/2019,1/17/2020,4568,160342.5,1888979237,EQS,USD,B6T0518,1888979238,,,1500,106.895,,,Receive,106.895,160342.5
5/21/2019,1/17/2020,4568,200288.17,1888979197,EQS,USD,B7ZKH46,1888979198,,,12135,16.505,,,Receive,16.505,200288.17
5/21/2019,1/17/2020,4568,19421.6,1888979164,EQS,USD,B6WG4R2,1888979165,,,387,50.185,,,Receive,50.185,19421.6
5/21/2019,1/17/2020,4568,176934.05,1888979194,EQS,USD,BZ19HB0,1888979195,,,13082,13.525,,,Receive,13.525,176934.05
5/21/2019,1/17/2020,4568,66104.77,1888979152,EQS,USD,B1T84Z4,1888979153,,,1535,43.065,,,Receive,43.065,66104.77
5/21/2019,1/17/2020,4568,71786.76,1888979149,EQS,USD,B0650P3,1888979150,,,2424,29.615,,,Pay,29.615,71786.76
5/21/2019,1/17/2020,4568,204787.18,1888979155,EQS,USD,B1TGYD6,1888979156,,,46569,4.3975,,,Receive,4.3975,204787.18
5/21/2019,1/17/2020,4568,89408.02,1888979146,EQS,USD,BYNZGK1,1888979147,,,1388,64.415,,,Receive,64.415,89408.02
5/21/2019,1/17/2020,4568,176043.44,1888979231,EQS,USD,BJTD9L6,1888979232,,,10551,16.685,,,Pay,16.685,176043.44
5/21/2019,1/17/2020,4568,45614.25,1888979529,EQS,USD,BZ8FLW0,1888979530,,,6270,7.275,,,Receive,7.275,45614.25
5/21/2019,1/17/2020,4568,186302.22,1888979616,EQS,USD,B8BR3H3,1888979617,,,3868,48.165,,,Receive,48.165,186302.22
5/21/2019,1/17/2020,4568,111588.54,1888979633,EQS,USD,BYMC5T5,1888979634,,,8196,13.615,,,Pay,13.615,111588.54
5/21/2019,1/17/2020,4568,295904.17,1888979630,EQS,USD,BN7Q7R7,1888979631,,,41241,7.175,,,Receive,7.175,295904.17
5/21/2019,1/17/2020,4568,198013.45,1888979624,EQS,USD,BKWBZZ0,1888979625,,,4930,40.165,,,Receive,40.165,198013.45
5/21/2019,1/17/2020,4568,91677.6,1888979526,EQS,USD,B3D7K31,1888979527,,,3360,27.285,,,Pay,27.285,91677.6
5/21/2019,1/17/2020,4568,70518.69,1888979552,EQS,USD,BYT5JW8,1888979553,,,978,72.105,,,Pay,72.105,70518.69
5/21/2019,1/17/2020,4568,48036.11,1888979523,EQS,USD,BZBY209,1888979524,,,813,59.085,,,Pay,59.085,48036.11
5/21/2019,1/17/2020,4568,188172.84,1888979564,EQS,USD,BFG3KF2,1888979565,,,87218,2.1575,,,Receive,2.1575,188172.84
5/21/2019,1/17/2020,4568,99440.49,1888979705,EQS,USD,LLDTF,1888979706,,,135091,0.7361,,,Pay,0.7361,99440.49
5/21/2019,1/17/2020,4568,94015.13,1888979732,EQS,USD,BLLHH27,1888979733,,,4825,19.485,,,Receive,19.485,94015.13
5/21/2019,1/17/2020,4568,64173.97,1888979708,EQS,USD,B6XHXY4,1888979709,,,3089,20.775,,,Pay,20.775,64173.97
5/21/2019,1/17/2020,4568,107647.5,1888979687,EQS,USD,B03PGL4,1888979688,,,1500,71.765,,,Receive,71.765,107647.5
5/21/2019,1/17/2020,4568,107101.13,1888979726,EQS,USD,BQRX1X3,1888979727,,,3071,34.875,,,Receive,34.875,107101.13
5/21/2019,1/17/2020,4568,80074.84,1888979717,EQS,USD,BT8RWQ5,1888979718,,,1784,44.885,,,Pay,44.885,80074.84
5/21/2019,1/17/2020,4568,77104.14,1888979738,EQS,USD,BFRBX78,1888979739,,,16055,4.8025,,,Pay,4.8025,77104.14
5/21/2019,1/17/2020,4568,315561.17,1888979721,EQS,USD,BZ0V201,1888979722,,,2269,139.075,,,Receive,139.075,315561.17
5/21/2019,1/17/2020,4568,309369.17,1888979696,EQS,USD,BYP80F1,1888979697,,,78770,3.9275,,,Receive,3.9275,309369.17
5/21/2019,1/17/2020,4568,24071.22,1888979684,EQS,USD,BYTJZG6,1888979685,,,2076,11.595,,,Pay,11.595,24071.22
5/21/2019,1/17/2020,4568,168575.85,1888979690,EQS,USD,BL95N25,1888979691,,,5790,29.115,,,Pay,29.115,168575.85
5/21/2019,1/17/2020,4568,161614.86,1888979699,EQS,USD,B03W0P7,1888979700,,,2753,58.705,,,Pay,58.705,161614.86
5/21/2019,1/17/2020,4568,158465.01,1888979729,EQS,USD,BKM4KV0,1888979730,,,2218,71.445,,,Receive,71.445,158465.01
5/21/2019,1/17/2020,4568,6778.26,1888979767,EQS,USD,BVG7F06,1888979768,,,491,13.805,,,Pay,13.805,6778.26
5/21/2019,1/17/2020,4568,223406.27,1888979770,EQS,USD,B02H882,1888979771,,,4465,50.035,,,Receive,50.035,223406.27
5/21/2019,1/17/2020,4568,66211.37,1888979814,EQS,USD,B01R258,1888979815,,,239,277.035,,,Receive,277.035,66211.37
5/21/2019,1/17/2020,4568,92744.96,1888979761,EQS,USD,B1P5YY8,1888979762,,,1359,68.245,,,Receive,68.245,92744.96
5/21/2019,1/17/2020,4568,179653.11,1888979794,EQS,USD,BMH0MR7,1888979795,,,2058,87.295,,,Pay,87.295,179653.11
5/21/2019,1/17/2020,4568,15897.41,1888979788,EQS,USD,BFH3N85,1888979789,,,113,140.685,,,Receive,140.685,15897.41
5/21/2019,1/17/2020,4568,381280.9,1888979807,EQS,USD,BYRLCB8,1888979808,,,15236,25.025,,,Receive,25.025,381280.9
5/21/2019,1/17/2020,4568,123176.31,1888979764,EQS,USD,BP46HS5,1888979765,,,9014,13.665,,,Receive,13.665,123176.31
5/21/2019,1/17/2020,4568,294333.31,1888979804,EQS,USD,2012865,1888979805,,,4798,61.345,,,Receive,61.345,294333.31
5/21/2019,1/17/2020,4568,166835.3,1888979800,EQS,USD,2198163,1888979801,,,2980,55.985,,,Pay,55.985,166835.3
5/21/2019,1/17/2020,4568,129429.48,1888979791,EQS,USD,BKWQ2N2,1888979792,,,2424,53.395,,,Pay,53.395,129429.48
5/21/2019,1/17/2020,4568,43200.36,1888979785,EQS,USD,B7WD7D7,1888979786,,,1896,22.785,,,Receive,22.785,43200.36
5/21/2019,1/17/2020,4568,47562.84,1888979597,EQS,USD,B4Z73G0,1888979598,,,936,50.815,,,Pay,50.815,47562.84
5/21/2019,1/17/2020,4568,127444.86,1888979591,EQS,USD,BYXPCC5,1888979592,,,2628,48.495,,,Receive,48.495,127444.86
5/21/2019,1/17/2020,4568,97164.76,1888979601,EQS,USD,B0650B9,1888979602,,,4941,19.665,,,Receive,19.665,97164.76
5/21/2019,1/17/2020,4568,31820.82,1888979627,EQS,USD,BYW8TV3,1888979628,,,1236,25.745,,,Pay,25.745,31820.82
5/21/2019,1/17/2020,4568,329773.31,1888979620,EQS,USD,BZ6VT82,1888979621,,,874,377.315,,,Receive,377.315,329773.31
5/21/2019,1/17/2020,4568,352266.25,1888979607,EQS,USD,BZ6VMW7,1888979608,,,8890,39.625,,,Pay,39.625,352266.25
5/21/2019,1/17/2020,4568,175366.8,1888979647,EQS,USD,B1Q76J2,1888979648,,,1008,173.975,,,Pay,173.975,175366.8
5/21/2019,1/17/2020,4568,141248.24,1888979636,EQS,USD,B1HHB18,1888979637,,,6416,22.015,,,Receive,22.015,141248.24
5/21/2019,1/17/2020,4568,137590.83,1888980153,EQS,USD,B23PS12,1888980154,,,2965,46.405,,,Receive,46.405,137590.83
5/21/2019,1/17/2020,4568,180006.8,1888980156,EQS,USD,BYZGBP2,1888980157,,,4227,42.585,,,Pay,42.585,180006.8
5/21/2019,1/17/2020,4568,172062.8,1888980150,EQS,USD,BSS6HY8,1888980151,,,3248,52.975,,,Pay,52.975,172062.8
5/21/2019,1/17/2020,4568,397883.19,1888980219,EQS,USD,BYP5773,1888980220,,,24239,16.415,,,Pay,16.415,397883.19
5/21/2019,1/17/2020,4568,99562.92,1888980194,EQS,USD,BH2QZH6,1888980195,,,3048,32.665,,,Pay,32.665,99562.92
5/21/2019,1/17/2020,4568,386022.03,1888980178,EQS,USD,BYSS4X4,1888980179,,,7903,48.845,,,Pay,48.845,386022.03
5/21/2019,1/17/2020,4568,126123.48,1888980168,EQS,USD,BYZG9Q9,1888980169,,,4648,27.135,,,Receive,27.135,126123.48
5/21/2019,1/17/2020,4568,78095.56,1888980185,EQS,USD,BQXTNW8,1888980186,,,1592,49.055,,,Pay,49.055,78095.56
5/21/2019,1/17/2020,4568,132702.11,1888974589,EQS,USD,BYP0CD9,1888974590,,,2639,50.285,,,Receive,50.285,132702.11
5/21/2019,1/17/2020,4568,278018.43,1888976082,EQS,EUR,BDRJFQ1,1888976083,,,6149,45.2136,,,Receive,45.2136,278018.43
5/21/2019,1/17/2020,4568,465121.62,1888976085,EQS,USD,BDRJFQ1,1888976086,,,31216216,0.0149,,,Receive,0.0149,465121.62
5/21/2019,1/17/2020,4568,258763.45,1888976121,EQS,CHF,BYXS6C2,1888976122,,,7722,33.5099,,,Pay,33.5099,258763.45
5/21/2019,1/17/2020,4568,389930.38,1888976010,EQS,DKK,B0SDJB4,1888976011,,,4027,96.829,,,Receive,96.829,389930.38
5/21/2019,1/17/2020,4568,36024.4,1888975842,EQS,USD,B3FCBD1,1888975843,,,28762,1.2525,,,Pay,1.2525,36024.4
5/21/2019,1/17/2020,4568,332603.24,1888976006,EQS,USD,B07J3F5,1888976007,,,56977,5.8375,,,Receive,5.8375,332603.24
5/21/2019,1/17/2020,4568,482123.72,1888976001,EQS,AUD,B0CKS92,1888976002,,,277003,1.7405,,,Receive,1.7405,482123.72
5/21/2019,1/17/2020,4568,1693856,1888975998,EQS,USD,BQQ3SN3,1888975999,,,393920000,0.0043,,,Receive,0.0043,1693856
5/21/2019,1/17/2020,4568,104869.46,1888975897,EQS,USD,BYQQ3Q6,1888975898,,,46974,2.2325,,,Pay,2.2325,104869.46
5/21/2019,1/17/2020,4568,314820.49,1888975924,EQS,USD,B0CSZP1,1888975925,,,4177,75.37,,,Pay,75.37,314820.49
5/21/2019,1/17/2020,4568,12913.66,1888975940,EQS,USD,BYXT6Y7,1888975941,,,6385,2.0225,,,Pay,2.0225,12913.66
5/21/2019,1/17/2020,4568,69361.19,1888975900,EQS,USD,B8B3M41,1888975901,,,145625,0.4763,,,Pay,0.4763,69361.19
5/21/2019,1/17/2020,4568,1769413.8,1888975930,EQS,HKD,BDJ0KP6,1888975931,,,462000,3.8299,,,Receive,3.8299,1769413.8
5/21/2019,1/17/2020,4568,379913.6,1888975891,EQS,USD,6800828,1888975892,,,473000,0.8032,,,Receive,0.8032,379913.6
5/21/2019,1/17/2020,4568,5623.8,1888975903,EQS,USD,BDG1ML2,1888975905,,,312,18.025,,,Receive,18.025,5623.8
5/21/2019,1/17/2020,4568,353061.22,1888975785,EQS,USD,BF0YBR0,1888975786,,,11847692,0.0298,,,Receive,0.0298,353061.22
5/21/2019,1/17/2020,4568,2299654.6,1888975809,EQS,HKD,BYTQ6T7,1888975810,,,4658000,0.4937,,,Pay,0.4937,2299654.6
5/21/2019,1/17/2020,4568,34846.63,1888975788,EQS,AUD,6358963,1888975789,,,11439,3.0463,,,Pay,3.0463,34846.63
5/21/2019,1/17/2020,4568,419501.49,1888975825,EQS,AUD,6200097,1888975826,,,3492935,0.1201,,,Receive,0.1201,419501.49
5/21/2019,1/17/2020,4568,63503.45,1888975764,EQS,USD,BYZ1SG7,1888975765,,,43182,1.4706,,,Receive,1.4706,63503.45
5/21/2019,1/17/2020,4568,1528086.56,1888975813,EQS,SEK,BF33RX2,1888975814,,,6815,224.224,,,Receive,224.224,1528086.56
5/21/2019,1/17/2020,4568,158161.77,1888975380,EQS,USD,BD72HB9,1888975381,,,6089,25.975,,,Pay,25.975,158161.77
5/21/2019,1/17/2020,4568,271287.05,1888975485,EQS,GBP,B01JLR9,1888975486,,,602191,0.4505,,,Receive,0.4505,271287.05
5/21/2019,1/17/2020,4568,301177.4,1888975490,EQS,USD,BF5DVW7,1888975491,,,240461,1.2525,,,Pay,1.2525,301177.4
5/21/2019,1/17/2020,4568,192630.36,1888975463,EQS,USD,BD72H53,1888975464,,,6968,27.645,,,Receive,27.645,192630.36
5/21/2019,1/17/2020,4568,319888.63,1888975387,EQS,USD,BN7Y124,1888975388,,,22981,13.9197,,,Receive,13.9197,319888.63
5/21/2019,1/17/2020,4568,182367.65,1888975460,EQS,USD,BYQNYR5,1888975461,,,87153,2.0925,,,Pay,2.0925,182367.65
5/21/2019,1/17/2020,4568,41319.71,1888975478,EQS,USD,BFZ1M28,1888975479,,,489570,0.0844,,,Pay,0.0844,41319.71
5/21/2019,1/17/2020,4568,46646.54,1888975411,EQS,EUR,4031459,1888975412,,,2484,18.7788,,,Receive,18.7788,46646.54
5/21/2019,1/17/2020,4568,187460.35,1888975421,EQS,USD,BYRD7L9,1888975422,,,36938,5.075,,,Pay,5.075,187460.35
5/21/2019,1/17/2020,4568,245734.11,1888975148,EQS,USD,BG0T2D5,1888975149,,,217946,1.1275,,,Receive,1.1275,245734.11
5/21/2019,1/17/2020,4568,195970.05,1888975119,EQS,USD,BYW6GV6,1888975120,,,94786,2.0675,,,Receive,2.0675,195970.05
5/21/2019,1/17/2020,4568,14581320,1888975125,EQS,USD,BP4WVH0,1888975126,,,3738800000,0.0039,,,Receive,0.0039,14581320
5/21/2019,1/17/2020,4568,152413.96,1888975116,EQS,USD,BYVBXW2,1888975117,,,652457,0.2336,,,Receive,0.2336,152413.96
5/21/2019,1/17/2020,4568,100714.91,1888975139,EQS,USD,BYM32V9,1888975140,,,55952728,0.0018,,,Pay,0.0018,100714.91
5/21/2019,1/17/2020,4568,120975.03,1888975295,EQS,EUR,B1HJHB6,1888975296,,,502388,0.2408,,,Pay,0.2408,120975.03
5/21/2019,1/17/2020,4568,3471.3,1888975136,EQS,USD,B02P6L5,1888975137,,,348,9.975,,,Pay,9.975,3471.3
