CRDSecid,AcnoMinor,Notional,InstrCode,IssueCurrency,TradeDate,MaturityDate,HiNetSedol,TransactionType,Quantity,Price,HiNetISIN,LongShort,ExchgBuyRate
1888979699                    ,4568        ,-161614.87,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2753,57.73,(null),S,1
1888979767                    ,4568        ,-6778.26,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-491,13.1,(null),S,1
1888979607                    ,4568        ,-352266.25,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-8890,37.67,(null),S,1
1888980156                    ,4568        ,-180006.8,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4227,42.89,(null),S,1
1888980185                    ,4568        ,-78095.56,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1592,49.56,(null),S,1
1888980162                    ,4568        ,-306507.93,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-13866,23.4,(null),S,1
1888979824                    ,4568        ,341129.23,EQTRSWP,AUD,5/21/2019,2020-01-15 00:00:00,9625619                       ,SWAPS,5431,68.32486749,(null),L,1.44896
1888980168                    ,4568        ,126123.48,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4648,25.14,(null),L,1
1888980150                    ,4568        ,-172062.8,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-3248,56.35,(null),S,1
1888979633                    ,4568        ,-111588.54,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-8196,13.84,(null),S,1
1888979791                    ,4568        ,-129429.48,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2424,52.36,(null),S,1
1888979794                    ,4568        ,-179653.11,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2058,84.73,(null),S,1
1888979797                    ,4568        ,62757.92,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1184,(null),(null),L,1
1888979807                    ,4568        ,381280.9,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,15236,(null),(null),L,1
1888979810                    ,4568        ,155043.2,EQTRSWP,GBP,5/21/2019,2020-01-15 00:00:00,9625590                       ,SWAPS,56354,(null),(null),L,0.78223
1888979693                    ,4568        ,137454.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4601,(null),(null),L,1
1888979702                    ,4568        ,199698.69,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4457560,(null),(null),L,1
1888979575                    ,4568        ,41780.35,EQTRSWP,EUR,5/21/2019,2020-01-15 00:00:00,9625705                       ,SWAPS,1455,(null),(null),L,0.89433
1888979610                    ,4568        ,166755.75,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,19334,(null),(null),L,1
1888979555                    ,4568        ,212406.95,EQTRSWP,CHF,5/21/2019,2020-01-15 00:00:00,9625716                       ,SWAPS,476,(null),(null),L,1.00945
1888979588                    ,4568        ,75482.47,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1305925,(null),(null),L,1
1888980174                    ,4568        ,218509.28,EQTRSWP,JPY,5/21/2019,2020-01-15 00:00:00,9625642                       ,SWAPS,94300,(null),(null),L,110.59
1888980171                    ,4568        ,95240.58,EQTRSWP,HKD,5/21/2019,2020-01-15 00:00:00,9625653                       ,SWAPS,6484000,(null),(null),L,7.84965
1888980159                    ,4568        ,23816.42,EQTRSWP,GBP,5/21/2019,2020-01-15 00:00:00,9625608                       ,SWAPS,98990,(null),(null),L,0.78223
1888979578                    ,4568        ,36671.62,EQTRSWP,SGD,5/21/2019,2020-01-15 00:00:00,9625697                       ,SWAPS,127600,(null),(null),L,1.37685
1888979655                    ,4568        ,231473.27,EQTRSWP,NOK,5/21/2019,2020-01-15 00:00:00,9625675                       ,SWAPS,37349,(null),(null),L,8.7541
1888979782                    ,4568        ,230552.87,EQTRSWP,SGD,5/21/2019,2020-01-15 00:00:00,9625631                       ,SWAPS,728400,(null),(null),L,1.37685
1888979779                    ,4568        ,-140739.9,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-812,(null),(null),S,1
1888979773                    ,4568        ,-95513.04,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-14867,(null),(null),S,1
1888979776                    ,4568        ,-329749.42,EQTRSWP,EUR,5/21/2019,2020-01-15 00:00:00,9625664                       ,SWAPS,-984,(null),(null),S,0.89433
1888979541                    ,4568        ,-32788.08,EQTRSWP,DKK,5/21/2019,2020-01-15 00:00:00,9625749                       ,SWAPS,-2555,(null),(null),S,6.67925
1888979544                    ,4568        ,-84580.31,EQTRSWP,JPY,5/21/2019,2020-01-15 00:00:00,9625738                       ,SWAPS,-10900,(null),(null),S,110.59
1888979548                    ,4568        ,-152538.4,EQTRSWP,CHF,5/21/2019,2020-01-15 00:00:00,9625727                       ,SWAPS,-2554,(null),(null),S,1.00945
1888979604                    ,4568        ,-303642.19,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-191875,(null),(null),S,1
1888979642                    ,4568        ,-13949.19,EQTRSWP,EUR,5/21/2019,2020-01-15 00:00:00,9625686                       ,SWAPS,-2246,(null),(null),S,0.89433
1888979904                    ,4568        ,-66558.62,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-68887,(null),(null),S,1
1888979658                    ,4568        ,-258672.18,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-288600,(null),(null),S,1
1888979818                    ,4568        ,-213271.75,EQTRSWP,SGD,5/21/2019,2020-01-15 00:00:00,9625589                       ,SWAPS,-423300,(null),(null),S,1.37685
1888979652                    ,4568        ,-244286.91,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-22218,(null),(null),S,1
1888979735                    ,4568        ,-169278.44,EQTRSWP,SEK,5/21/2019,2020-01-15 00:00:00,9625620                       ,SWAPS,-29717,(null),(null),S,9.64565
1880563535                    ,9878        ,-2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,99.99065,(null),S,1
1882394060                    ,9878        ,-78995.18,INTRTSWP,THB,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,-2500000,71.27884919,(null),S,(null)
1887196755                    ,9878        ,-2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,-2500000,101.1316,(null),S,1
1881715926                    ,9878        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,0.8919
1885758187                    ,9539        ,2228710.25,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L,(null)
1884002172                    ,9539        ,-308.95,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636495                       ,OPTIONS,-250,102.25,(null),S,(null)
1884002234                    ,9539        ,-316.14,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636741                       ,OPTIONS,-250,99.62451,(null),S,(null)
1884002207                    ,9539        ,-248.99,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S,(null)
1884002207                    ,9539        ,-248.99,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S,(null)
1889517406                    ,9539        ,18747,PAYSWPOP,USD,5/24/2019,2019-07-24 00:00:00,(null),OPTIONS,18747,(null),(null),L,(null)
1894296427                    ,9539        ,-2500000,RESWPCDX,USD,5/29/2019,2019-11-20 00:00:00,(null),OPTIONS,-2500000,(null),(null),S,(null)
1885758199                    ,9539        ,2785887.81,PAYSWPOP,EUR,5/30/2019,2020-01-17 00:00:00,(null),OPTIONS,2500000,113.0697301,(null),S,(null)
1885758223                    ,9539        ,1114355.12,RECSWPOP,EUR,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1000000,113.0697301,(null),S,(null)
1885758223                    ,9539        ,1671532.68,RECSWPOP,EUR,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1500000,113.0697301,(null),S,(null)
1894296511                    ,9539        ,2785887.81,PASWPCDX,EUR,5/31/2019,2020-02-19 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1881715915                    ,9539        ,2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,1
1882394060                    ,9539        ,-78995.18,INTRTSWP,THB,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,-2500000,71.27884919,(null),S,(null)
1882393699                    ,9539        ,1816398.45,INTRTSWP,SGD,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1882393940                    ,9539        ,-638667.48,INTRTSWP,BRL,5/15/2019,2026-05-15 00:00:00,(null),SWAPS,-2500000,99.125,(null),S,(null)
1881715911                    ,9539        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1880563512                    ,9539        ,2089415.86,CRDEFSWP,EUR,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1875000,5.188332442,(null),S,0.89746
1880563512                    ,9539        ,696471.95,CRDEFSWP,EUR,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,625000,5.188332442,(null),S,0.89746
1887196712                    ,9539        ,998220.59,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1000000,(null),(null),S,1
1887196712                    ,9539        ,1498452.82,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1500000,(null),(null),S,1
1887196856                    ,9539        ,2483495,FITRSWP,USD,5/29/2019,2019-05-31 00:00:00,(null),SWAPS,2500000,(null),(null),S,1
1885758187                    ,7AJF        ,2228710.25,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L,(null)
1884002172                    ,7AJF        ,-308.95,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636495                       ,OPTIONS,-250,102.25,(null),S,(null)
1884002234                    ,7AJF        ,-316.14,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636741                       ,OPTIONS,-250,99.62451,(null),S,(null)
1884002207                    ,7AJF        ,-248.99,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S,(null)
1884002207                    ,7AJF        ,-248.99,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S,(null)
1889517406                    ,7AJF        ,100313,PAYSWPOP,USD,5/24/2019,2019-07-24 00:00:00,(null),OPTIONS,100313,(null),(null),L,(null)
1885758088                    ,7AJF        ,2785887.81,RESWPCDX,EUR,5/30/2019,2019-11-20 00:00:00,(null),OPTIONS,2500000,(null),(null),S,(null)
1885758199                    ,7AJF        ,2785887.81,PAYSWPOP,EUR,5/30/2019,2020-01-17 00:00:00,(null),OPTIONS,2500000,113.0697301,(null),S,(null)
1885758223                    ,7AJF        ,1114355.12,RECSWPOP,EUR,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1000000,113.0697301,(null),S,(null)
1885758223                    ,7AJF        ,1671532.68,RECSWPOP,EUR,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1500000,113.0697301,(null),S,(null)
1894296511                    ,7AJF        ,2785887.81,PASWPCDX,EUR,5/31/2019,2020-02-19 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1880563645                    ,7AJF        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,3.922326685,(null),L,1
1881715915                    ,7AJF        ,2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,1
1882393699                    ,7AJF        ,1816398.45,INTRTSWP,SGD,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1882393940                    ,7AJF        ,-638667.48,INTRTSWP,BRL,5/15/2019,2026-05-15 00:00:00,(null),SWAPS,-2500000,99.125,(null),S,(null)
1881715911                    ,7AJF        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1880563512                    ,7AJF        ,2089415.86,CRDEFSWP,EUR,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1875000,5.188332442,(null),S,0.89746
1880563512                    ,7AJF        ,696471.95,CRDEFSWP,EUR,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,625000,5.188332442,(null),S,0.89746
1887196712                    ,7AJF        ,998220.59,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1000000,(null),(null),S,1
1887196712                    ,7AJF        ,1498452.82,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1500000,(null),(null),S,1
1887196856                    ,7AJF        ,2483495,FITRSWP,USD,5/29/2019,2019-05-31 00:00:00,(null),SWAPS,2500000,(null),(null),S,1
1885758187                    ,9810        ,2228710.25,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L,(null)
1884002190                    ,9810        ,233.59,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636569                       ,OPTIONS,250,(null),(null),L,(null)
1884002207                    ,9810        ,-248.99,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S,(null)
1884002207                    ,9810        ,-248.99,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S,(null)
1884002172                    ,9810        ,-308.95,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636495                       ,OPTIONS,-250,102.25,(null),S,(null)
1885758088                    ,9810        ,2785887.81,RESWPCDX,EUR,5/30/2019,2019-11-20 00:00:00,(null),OPTIONS,2500000,(null),(null),S,(null)
1880563645                    ,9810        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,3.922326685,(null),L,1
1880563535                    ,9810        ,-2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,99.99065,(null),S,1
1882394060                    ,9810        ,-78995.18,INTRTSWP,THB,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,-2500000,71.27884919,(null),S,(null)
1881715926                    ,9810        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,0.8919
1887196692                    ,9810        ,2497421.36,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,2500000,(null),(null),L,1
1884002190                    ,9577        ,233.59,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636569                       ,OPTIONS,250,(null),(null),L,(null)
1884002172                    ,9577        ,-308.95,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636495                       ,OPTIONS,-250,102.25,(null),S,(null)
1884002207                    ,9577        ,-248.99,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S,(null)
1884002207                    ,9577        ,-248.99,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S,(null)
1889517406                    ,9577        ,21918,PAYSWPOP,USD,5/24/2019,2019-07-24 00:00:00,(null),OPTIONS,21918,(null),(null),L,(null)
1885758199                    ,9577        ,2785887.81,PAYSWPOP,EUR,5/30/2019,2020-01-17 00:00:00,(null),OPTIONS,2500000,113.0697301,(null),S,(null)
1882393699                    ,9577        ,1816398.45,INTRTSWP,SGD,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1887196755                    ,9577        ,-2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,-2500000,101.1316,(null),S,1
1880563512                    ,9577        ,2089415.86,CRDEFSWP,EUR,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1875000,5.188332442,(null),S,0.89746
1880563512                    ,9577        ,696471.95,CRDEFSWP,EUR,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,625000,5.188332442,(null),S,0.89746
1887196692                    ,9577        ,2497421.36,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,2500000,(null),(null),L,1
1885758187                    ,70GB        ,2228710.25,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L,(null)
1884002190                    ,70GB        ,233.59,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636569                       ,OPTIONS,250,(null),(null),L,(null)
1884002234                    ,70GB        ,-316.14,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636741                       ,OPTIONS,-250,99.62451,(null),S,(null)
1894296427                    ,70GB        ,-2500000,RESWPCDX,USD,5/29/2019,2019-11-20 00:00:00,(null),OPTIONS,-2500000,(null),(null),S,(null)
1885758088                    ,70GB        ,2785887.81,RESWPCDX,EUR,5/30/2019,2019-11-20 00:00:00,(null),OPTIONS,2500000,(null),(null),S,(null)
1885758223                    ,70GB        ,1114355.12,RECSWPOP,EUR,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1000000,113.0697301,(null),S,(null)
1885758223                    ,70GB        ,1671532.68,RECSWPOP,EUR,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1500000,113.0697301,(null),S,(null)
1880563645                    ,70GB        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,3.922326685,(null),L,1
1880563535                    ,70GB        ,-2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,99.99065,(null),S,1
1881715915                    ,70GB        ,2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,1
1882394060                    ,70GB        ,-78995.18,INTRTSWP,THB,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,-2500000,71.27884919,(null),S,(null)
1882393940                    ,70GB        ,-638667.48,INTRTSWP,BRL,5/15/2019,2026-05-15 00:00:00,(null),SWAPS,-2500000,99.125,(null),S,(null)
1887196755                    ,70GB        ,-2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,-2500000,101.1316,(null),S,1
1881715926                    ,70GB        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,0.8919
1881715911                    ,70GB        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1887196692                    ,70GB        ,2497421.36,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,2500000,(null),(null),L,1
1887196712                    ,70GB        ,998220.59,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1000000,(null),(null),S,1
1887196712                    ,70GB        ,1498452.82,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1500000,(null),(null),S,1
1887196856                    ,70GB        ,2483495,FITRSWP,USD,5/29/2019,2019-05-31 00:00:00,(null),SWAPS,2500000,(null),(null),S,1
1885758187                    ,9752        ,2228710.25,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L,(null)
1884002234                    ,9752        ,-316.14,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636741                       ,OPTIONS,-250,99.62451,(null),S,(null)
1894296427                    ,9752        ,-2500000,RESWPCDX,USD,5/29/2019,2019-11-20 00:00:00,(null),OPTIONS,-2500000,(null),(null),S,(null)
1885758223                    ,9752        ,1114355.12,RECSWPOP,EUR,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1000000,113.0697301,(null),S,(null)
1885758223                    ,9752        ,1671532.68,RECSWPOP,EUR,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1500000,113.0697301,(null),S,(null)
1880563645                    ,9752        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,3.922326685,(null),L,1
1880563535                    ,9752        ,-2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,99.99065,(null),S,1
1881715915                    ,9752        ,2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,1
1882393940                    ,9752        ,-638667.48,INTRTSWP,BRL,5/15/2019,2026-05-15 00:00:00,(null),SWAPS,-2500000,99.125,(null),S,(null)
1881715926                    ,9752        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,0.8919
1881715911                    ,9752        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1880563512                    ,9752        ,2089415.86,CRDEFSWP,EUR,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1875000,5.188332442,(null),S,0.89746
1880563512                    ,9752        ,696471.95,CRDEFSWP,EUR,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,625000,5.188332442,(null),S,0.89746
1887196712                    ,9752        ,998220.59,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1000000,(null),(null),S,1
1887196712                    ,9752        ,1498452.82,FITRSWP,USD,5/29/2019,2019-05-30 00:00:00,(null),SWAPS,1500000,(null),(null),S,1
1887196856                    ,9752        ,2483495,FITRSWP,USD,5/29/2019,2019-05-31 00:00:00,(null),SWAPS,2500000,(null),(null),S,1
1888974688                    ,4568        ,-23373.04,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-304,72.92,(null),S,1
1888974604                    ,4568        ,-17978.22,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-108,173.04,(null),S,1
1888974564                    ,4568        ,140858.17,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4223,32.97,(null),L,1
1888974663                    ,4568        ,-156068.09,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-6997,19.6,(null),S,1
1888974610                    ,4568        ,-387309.21,EQTRSWP,JPY,5/21/2019,2020-01-15 00:00:00,9624810                       ,SWAPS,-11400,33.73241681,(null),S,109.835
1885758235                    ,9810        ,2785887.81,RECSWPOP,EUR,5/17/2019,2019-08-17 00:00:00,(null),OPTIONS,2500000,111.6710541,(null),L,(null)
1894296483                    ,9752        ,2785887.81,RESWPCDX,EUR,5/29/2019,2019-08-21 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1882393779                    ,9810        ,1816398.45,INTRTSWP,SGD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1887196836                    ,9810        ,-2500000,FITRSWP,USD,5/20/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1882393779                    ,9752        ,1816398.45,INTRTSWP,SGD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1882393779                    ,9878        ,1816398.45,INTRTSWP,SGD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1882394020                    ,9878        ,-596587.52,INTRTSWP,MYR,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,-2500000,0.025108391,(null),S,(null)
1887197274                    ,9878        ,-2500000,FITRSWP,USD,5/20/2019,2019-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1885758161                    ,9539        ,2500000,PASWPCDX,USD,5/17/2019,2020-02-19 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1885758235                    ,9539        ,2785887.81,RECSWPOP,EUR,5/17/2019,2019-08-17 00:00:00,(null),OPTIONS,2500000,111.6710541,(null),L,(null)
1894296483                    ,9539        ,2785887.81,RESWPCDX,EUR,5/29/2019,2019-08-21 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1885758161                    ,7AJF        ,2500000,PASWPCDX,USD,5/17/2019,2020-02-19 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1885758235                    ,7AJF        ,2785887.81,RECSWPOP,EUR,5/17/2019,2019-08-17 00:00:00,(null),OPTIONS,2500000,111.6710541,(null),L,(null)
1882394020                    ,7AJF        ,-596587.52,INTRTSWP,MYR,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,-2500000,0.025108391,(null),S,(null)
1887196836                    ,7AJF        ,-2500000,FITRSWP,USD,5/20/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1885758235                    ,9577        ,2785887.81,RECSWPOP,EUR,5/17/2019,2019-08-17 00:00:00,(null),OPTIONS,2500000,111.6710541,(null),L,(null)
1882394020                    ,9577        ,-596587.52,INTRTSWP,MYR,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,-2500000,0.025108391,(null),S,(null)
1887197274                    ,9577        ,-2500000,FITRSWP,USD,5/20/2019,2019-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1887196836                    ,9577        ,-2500000,FITRSWP,USD,5/20/2019,2019-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1894296483                    ,70GB        ,2785887.81,RESWPCDX,EUR,5/29/2019,2019-08-21 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1882393779                    ,70GB        ,1816398.45,INTRTSWP,SGD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1887197274                    ,70GB        ,-2500000,FITRSWP,USD,5/20/2019,2019-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1885758161                    ,3472        ,2500000,PASWPCDX,USD,5/17/2019,2020-02-19 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1894296483                    ,3472        ,2785887.81,RESWPCDX,EUR,5/29/2019,2019-08-21 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1882394020                    ,3472        ,-596587.52,INTRTSWP,MYR,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,-2500000,0.025108391,(null),S,(null)
1887197274                    ,3472        ,-2500000,FITRSWP,USD,5/20/2019,2019-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1884002059                    ,9539        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1885758126                    ,9539        ,2228710.25,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L,(null)
1884002059                    ,9539        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1894296469                    ,9539        ,2500000,PASWPCDX,USD,5/29/2019,2019-08-21 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1885758126                    ,9810        ,2228710.25,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L,(null)
1885758126                    ,9752        ,2228710.25,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L,(null)
1894296469                    ,9752        ,2500000,PASWPCDX,USD,5/29/2019,2019-08-21 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
