CRDSecid,AcnoMinor,Notional,InstrCode,IssueCurrency,TradeDate,MaturityDate,HiNetSedol,TransactionType,Quantity,TradePrice,HiNetISIN,LongShort,ExchgBuyRate,SecurityName,CRDOrderID,StrikePrice
1606052898,70GB        ,-3897230.25,CRDEFSWP,EUR,9/28/2018,12/20/2023 0:00,9608449,SWAPS,-3437474,116.5023003,(null),S,0.86096,DAIMLER AG CDS 12/20/2023,74909282,0
1608397305,70GB        ,-4195318.75,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608654,SWAPS,-3700397,117.5018277,(null),S,0.86322,BMW FINANCE NV CDS 12/20/2023,74704310,0
1631032228,70GB        ,-4195318.75,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608717,SWAPS,-3700397,117.5018277,(null),S,0.86322,BMW FINANCE NV CDS 12/20/2023,75000993,0
1679366067,70GB        ,-906998.63,CRDEFSWP,EUR,11/7/2018,12/20/2023 0:00,9613119,SWAPS,-800000,115.3388011,(null),S,0.87176,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75582548,0
1679366083,70GB        ,-906998.63,CRDEFSWP,EUR,11/7/2018,12/20/2023 0:00,9613131,SWAPS,-800000,115.9151255,(null),S,0.87176,DAIMLER AG CDS 12/20/2023,75582555,0
1679366093,70GB        ,-906998.63,CRDEFSWP,EUR,11/7/2018,12/20/2023 0:00,9613153,SWAPS,-800000,116.9649225,(null),S,0.87176,BMW FINANCE NV CDS 12/20/2023,75582561,0
1704039918,70GB        ,-1685263,CRDEFSWP,USD,11/28/2018,12/20/2023 0:00,9616033,SWAPS,-1685263,91.39343903,(null),S,1,BAHRAIN CDS 12/20/2023,75823333,0
1705012973,70GB        ,-5898421,CRDEFSWP,USD,11/27/2018,12/20/2023 0:00,9615933,SWAPS,-5898421,91.39304492,(null),S,1,BAHRAIN CDS 12/20/2023,75831308,0
1754304112,70GB        ,-5929412,CRDEFSWP,USD,1/3/2019,12/20/2020 0:00,(null),SWAPS,-5929412,106.8369393,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76282699,0
1771857041,70GB        ,-21597904.83,CRDEFSWP,EUR,1/17/2019,12/20/2023 0:00,9621004,SWAPS,-19050000,114.7843752,(null),S,0.87877,BMW AG CDS 12/20/2023,76522931,0
1778566582,70GB        ,-3243000,CRDEFSWP,USD,1/23/2019,12/20/2023 0:00,(null),SWAPS,-3243000,97.17082763,(null),S,1,NEWELL BRANDS INC CDS 12/20/2023,76556897,0
1782059610,70GB        ,-3189000,CRDEFSWP,USD,1/25/2019,12/20/2023 0:00,(null),SWAPS,-3189000,97.17190184,(null),S,1,NEWELL BRANDS INC CDS 12/20/2023,76565716,0
1780740886,70GB        ,-1593000,CRDEFSWP,USD,1/24/2019,12/20/2023 0:00,(null),SWAPS,-1593000,97.17245044,(null),S,1,NEWELL BRANDS INC CDS 12/20/2023,76556946,0
1880563550,70GB        ,500000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,500000,99.53474723,(null),L,1,KRAFT HEINZ FOODS CO CDS 06/20/2024,77015427,0
776532146,70GB        ,-400000,CRDEFSWP,USD,3/15/2017,6/20/2022 0:00,9508248,SWAPS,-400000,99.35010865,(null),S,1,BANK OF CHINA/HK CDS 06/20/2022,66823665,0
794211015,70GB        ,-1250000,CRDEFSWP,USD,4/6/2017,6/20/2022 0:00,9512175,SWAPS,-1250000,100.0482105,(null),S,1,BANK OF CHINA/HK CDS 06/20/2022,67106973,0
1284548897,70GB        ,-3401244.86,CRDEFSWP,EUR,3/5/2018,6/20/2023 0:00,9574283,SWAPS,-3000000,147.0325118,(null),S,0.81123,GLENCORE FINANCE EUROPE CDS 06/20/2023,72004171,0
1880563550,3472,500000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,500000,99.53474723,(null),L,1,KRAFT HEINZ FOODS CO CDS 06/20/2024,77015425,0
1555090640,9752,-4250000,CRDEFSWP,USD,8/3/2018,6/20/2023 0:00,9598573,SWAPS,-4250000,100.8907202,(null),S,1,BANK OF CHINA/HK CDS 06/20/2023,74183004,0
1610859228,9752,-4895671.35,CRDEFSWP,EUR,9/14/2018,12/20/2023 0:00,9605279,SWAPS,-4318129,117.5618434,(null),S,0.85716,DAIMLER AG CDS 12/20/2023,74689852,0
1606052898,9752,-1462767.71,CRDEFSWP,EUR,9/28/2018,12/20/2023 0:00,9608449,SWAPS,-1290205,116.5023003,(null),S,0.86096,DAIMLER AG CDS 12/20/2023,74909285,0
1608397305,9752,-1574650.52,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608654,SWAPS,-1388889,117.5018277,(null),S,0.86322,BMW FINANCE NV CDS 12/20/2023,74704313,0
1631032228,9752,-1574650.52,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608717,SWAPS,-1388889,117.5018277,(null),S,0.86322,BMW FINANCE NV CDS 12/20/2023,75000996,0
1704039918,9752,-394737,CRDEFSWP,USD,11/28/2018,12/20/2023 0:00,9616033,SWAPS,-394737,91.39343903,(null),S,1,BAHRAIN CDS 12/20/2023,75823336,0
1705012973,9752,-1381579,CRDEFSWP,USD,11/27/2018,12/20/2023 0:00,9615933,SWAPS,-1381579,91.39304492,(null),S,1,BAHRAIN CDS 12/20/2023,75831311,0
1754304112,9752,-1411765,CRDEFSWP,USD,1/3/2019,12/20/2020 0:00,(null),SWAPS,-1411765,106.8369393,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76282703,0
1880563550,9752,500000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,500000,99.53474723,(null),L,1,KRAFT HEINZ FOODS CO CDS 06/20/2024,77015426,0
1758451154,9539,-1482353,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-1482353,107.2002381,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371605,0
1859740601,9539,1000000,CRDEFSWP,USD,4/15/2019,6/20/2024 0:00,(null),SWAPS,1000000,104.6081633,(null),L,1,BEAZER HOMES USA CDS 06/20/2024,76945267,0
1899241175,9539,2000000,CRDEFSWP,USD,6/3/2019,6/20/2024 0:00,(null),SWAPS,2000000,97.86237658,(null),L,1,BEAZER HOMES USA CDS 06/20/2024,77154562,0
1606474245,7AJF        ,906998.63,CRDEFSWP,EUR,9/12/2018,12/20/2023 0:00,9604845,SWAPS,800000,113.6331003,(null),L,0.86022,UNICREDIT SPA CDS 12/20/2023,74729665,0
1758451154,7AJF        ,-2388236,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-2388236,107.2002381,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371596,0
1859740601,7AJF        ,1000000,CRDEFSWP,USD,4/15/2019,6/20/2024 0:00,(null),SWAPS,1000000,104.6081633,(null),L,1,BEAZER HOMES USA CDS 06/20/2024,76945268,0
1880563639,7AJF        ,-2500000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,-2500000,99.81343435,(null),S,1,HESS CORP CDS 06/20/2024,77015429,0
1899241175,7AJF        ,2000000,CRDEFSWP,USD,6/3/2019,6/20/2024 0:00,(null),SWAPS,2000000,97.86237658,(null),L,1,BEAZER HOMES USA CDS 06/20/2024,77154563,0
1758451154,9810,-247059,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-247059,107.2002381,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371603,0
1758451154,9577,-1976471,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-1976471,107.2002381,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371602,0
1859740601,9577,1000000,CRDEFSWP,USD,4/15/2019,6/20/2024 0:00,(null),SWAPS,1000000,104.6081633,(null),L,1,BEAZER HOMES USA CDS 06/20/2024,76945266,0
1899241175,9577,2000000,CRDEFSWP,USD,6/3/2019,6/20/2024 0:00,(null),SWAPS,2000000,97.86237658,(null),L,1,BEAZER HOMES USA CDS 06/20/2024,77154561,0
1758451154,70GB        ,-5534117,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-5534117,107.2002381,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371597,0
1880563639,70GB        ,-2500000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,-2500000,99.81343435,(null),S,1,HESS CORP CDS 06/20/2024,77015431,0
1859740601,3472,1000000,CRDEFSWP,USD,4/15/2019,6/20/2024 0:00,(null),SWAPS,1000000,104.6081633,(null),L,1,BEAZER HOMES USA CDS 06/20/2024,76945265,0
1899241175,3472,2000000,CRDEFSWP,USD,6/3/2019,6/20/2024 0:00,(null),SWAPS,2000000,97.86237658,(null),L,1,BEAZER HOMES USA CDS 06/20/2024,77154560,0
1758451154,9752,-1317647,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-1317647,107.2002381,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371601,0
1880563639,9752,-2500000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,-2500000,99.81343435,(null),S,1,HESS CORP CDS 06/20/2024,77015430,0
1880563639,9878,-2500000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,-2500000,99.81343435,(null),S,1,HESS CORP CDS 06/20/2024,77015432,0
1884002155,9810,313.91,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636536,OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1075 05/20/2020,9.81077E+11,1.1075
1884002119,9810,-190.51,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636752,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/ZAR PUT 11.365 05/20/2020,9.81077E+11,11.365
1884002225,9810,-225.91,CURCLOPT,EUR,5/16/2019,5/20/2020 0:00,9636558,OPTIONS,-250,(null),(null),S,(null),FXO CALL EUR/CNY PUT 6.25 05/20/2020,9.81077E+11,6.25
1884002217,9810,225.37,CURCLOPT,EUR,6/7/2019,5/20/2021 0:00,9636547,OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.235 05/20/2021,9.81077E+11,6.235
1884002155,9577,313.91,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636536,OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1075 05/20/2020,9.57777E+11,1.1075
1884002225,9577,-225.91,CURCLOPT,EUR,5/16/2019,5/20/2020 0:00,9636558,OPTIONS,-250,(null),(null),S,(null),FXO CALL EUR/CNY PUT 6.25 05/20/2020,9.57777E+11,6.25
1884002119,9577,-190.51,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636752,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/ZAR PUT 11.365 05/20/2020,9.57777E+11,11.365
1884002217,9577,225.37,CURCLOPT,EUR,6/7/2019,5/20/2021 0:00,9636547,OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.235 05/20/2021,9.57777E+11,6.235
1884002155,70GB        ,313.91,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636536,OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1075 05/20/2020,70GB77044824    ,1.1075
1884002119,70GB        ,-190.51,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636752,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/ZAR PUT 11.365 05/20/2020,70GB77062393    ,11.365
1884002225,70GB        ,-225.91,CURCLOPT,EUR,5/16/2019,5/20/2020 0:00,9636558,OPTIONS,-250,(null),(null),S,(null),FXO CALL EUR/CNY PUT 6.25 05/20/2020,70GB77044856    ,6.25
1884002217,70GB        ,225.37,CURCLOPT,EUR,6/7/2019,5/20/2021 0:00,9636547,OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.235 05/20/2021,70GB77138970    ,6.235
1884002155,3472,313.91,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636536,OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1075 05/20/2020,3.47277E+11,1.1075
1884002225,3472,-225.91,CURCLOPT,EUR,5/16/2019,5/20/2020 0:00,9636558,OPTIONS,-250,(null),(null),S,(null),FXO CALL EUR/CNY PUT 6.25 05/20/2020,3.47277E+11,6.25
1884002119,3472,-190.51,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636752,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/ZAR PUT 11.365 05/20/2020,3.47277E+11,11.365
1884002217,3472,225.37,CURCLOPT,EUR,6/7/2019,5/20/2021 0:00,9636547,OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.235 05/20/2021,3.47277E+11,6.235
1884002190,3472,139.88,CURCLOPT,EUR,6/6/2019,5/20/2020 0:00,9636569,OPTIONS,150,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.45 05/20/2020 / OTC Options Sell Out- S,3.47277E+11,6.45
1884002190,3472,93.26,CURCLOPT,EUR,6/6/2019,5/20/2020 0:00,9636569,OPTIONS,100,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.45 05/20/2020 / OTC Options Sell Out- S,3.47277E+11,6.45
1884002137,9539,-220.02,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636785,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/ZAR PUT 13.125 05/20/2020,9.53977E+11,13.125
1884002172,9539,-125.73,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636495,OPTIONS,-100,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020,9.53977E+11,1.10897
1884002234,9539,-321.06,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636741,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/BRL PUT 4.95 05/20/2020,9.53977E+11,4.95
1884002207,9539,-248.5,CURCLOPT,EUR,5/16/2019,5/20/2020 0:00,9636581,OPTIONS,-250,(null),(null),S,(null),FXO CALL EUR/CNY PUT 6.875 05/20/2020,9.53977E+11,6.875
1884002172,9539,125.73,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636495,OPTIONS,100,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020 / OTC Options Sell Out- BCOV,9.53977E+11,1.10897
1884002172,9539,62.86,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636495,OPTIONS,50,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020 / OTC Options Sell Out- BCOV,9.53977E+11,1.10897
1884002137,7AJF        ,-220.02,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636785,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/ZAR PUT 13.125 05/20/2020,7AJF77044816    ,13.125
1884002172,7AJF        ,-125.73,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636495,OPTIONS,-100,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020,7AJF77044832    ,1.10897
1884002234,7AJF        ,-321.06,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636741,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/BRL PUT 4.95 05/20/2020,7AJF77044859    ,4.95
1884002207,7AJF        ,-248.5,CURCLOPT,EUR,5/16/2019,5/20/2020 0:00,9636581,OPTIONS,-250,(null),(null),S,(null),FXO CALL EUR/CNY PUT 6.875 05/20/2020,7AJF77062389    ,6.875
1884002172,7AJF        ,125.73,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636495,OPTIONS,100,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020 / OTC Options Sell Out- BCOV,7AJF77138937    ,1.10897
1884002172,7AJF        ,62.86,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636495,OPTIONS,50,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020 / OTC Options Sell Out- BCOV,7AJF77138941    ,1.10897
1884002207,9810,-248.5,CURCLOPT,EUR,5/16/2019,5/20/2020 0:00,9636581,OPTIONS,-250,(null),(null),S,(null),FXO CALL EUR/CNY PUT 6.875 05/20/2020,9.81077E+11,6.875
1884002172,9810,-125.73,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636495,OPTIONS,-100,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020,9.81077E+11,1.10897
1884002137,9810,-220.02,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636785,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/ZAR PUT 13.125 05/20/2020,9.81077E+11,13.125
1884002190,9810,139.88,CURCLOPT,EUR,6/6/2019,5/20/2020 0:00,9636569,OPTIONS,150,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.45 05/20/2020 / OTC Options Sell Out- S,9.81077E+11,6.45
1884002172,9810,125.73,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636495,OPTIONS,100,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020 / OTC Options Sell Out- BCOV,9.81077E+11,1.10897
1884002172,9810,62.86,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636495,OPTIONS,50,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020 / OTC Options Sell Out- BCOV,9.81077E+11,1.10897
1884002190,9810,93.26,CURCLOPT,EUR,6/6/2019,5/20/2020 0:00,9636569,OPTIONS,100,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.45 05/20/2020 / OTC Options Sell Out- S,9.81077E+11,6.45
1884002137,9577,-220.02,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636785,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/ZAR PUT 13.125 05/20/2020,9.57777E+11,13.125
1884002172,9577,-125.73,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636495,OPTIONS,-100,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020,9.57777E+11,1.10897
1884002207,9577,-248.5,CURCLOPT,EUR,5/16/2019,5/20/2020 0:00,9636581,OPTIONS,-250,(null),(null),S,(null),FXO CALL EUR/CNY PUT 6.875 05/20/2020,9.57777E+11,6.875
1884002190,9577,139.88,CURCLOPT,EUR,6/6/2019,5/20/2020 0:00,9636569,OPTIONS,150,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.45 05/20/2020 / OTC Options Sell Out- S,9.57777E+11,6.45
1884002172,9577,125.73,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636495,OPTIONS,100,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020 / OTC Options Sell Out- BCOV,9.57777E+11,1.10897
1884002172,9577,62.86,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636495,OPTIONS,50,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10897 05/20/2020 / OTC Options Sell Out- BCOV,9.57777E+11,1.10897
1884002190,9577,93.26,CURCLOPT,EUR,6/6/2019,5/20/2020 0:00,9636569,OPTIONS,100,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.45 05/20/2020 / OTC Options Sell Out- S,9.57777E+11,6.45
1884002234,70GB        ,-321.06,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636741,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/BRL PUT 4.95 05/20/2020,70GB77044861    ,4.95
1884002190,70GB        ,139.88,CURCLOPT,EUR,6/6/2019,5/20/2020 0:00,9636569,OPTIONS,150,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.45 05/20/2020 / OTC Options Sell Out- S,70GB77146568    ,6.45
1884002190,70GB        ,93.26,CURCLOPT,EUR,6/6/2019,5/20/2020 0:00,9636569,OPTIONS,100,(null),(null),L,(null),FXO CALL EUR/CNY PUT 6.45 05/20/2020 / OTC Options Sell Out- S,70GB77146576    ,6.45
1884002234,9752,-321.06,CURCLOPT,USD,5/16/2019,5/20/2020 0:00,9636741,OPTIONS,-250,(null),(null),S,(null),FXO USD CALL/BRL PUT 4.95 05/20/2020,9.75277E+11,4.95
1892193136,9878,318.87,CURCLOPT,USD,5/24/2019,5/29/2024 0:00,(null),OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.125 05/29/2024,9.87877E+11,1.125
1892193136,7AJF        ,318.87,CURCLOPT,USD,5/24/2019,5/29/2024 0:00,(null),OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.125 05/29/2024,7AJF77106561    ,1.125
1892193136,9577,318.87,CURCLOPT,USD,5/24/2019,5/29/2024 0:00,(null),OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.125 05/29/2024,9.57777E+11,1.125
1892193136,70GB        ,318.87,CURCLOPT,USD,5/24/2019,5/29/2024 0:00,(null),OPTIONS,250,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.125 05/29/2024,70GB77106562    ,1.125
1884002112,9539,203.25,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636763,OPTIONS,250,(null),(null),L,(null),FXO USD CALL/ZAR PUT 12.125 05/20/2021,9.53977E+11,12.125
1884002146,9539,156.81,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636525,OPTIONS,125,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1065 05/20/2021,9.53977E+11,1.1065
1884002129,9539,-84.25,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636804,OPTIONS,-100,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021,9.53977E+11,12.565
1884002181,9539,-314.4,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636503,OPTIONS,-250,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10923 05/20/2021,9.53977E+11,1.10923
1884002146,9539,78.41,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636525,OPTIONS,62.5,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1065 05/20/2021 / OTC Options Sell Out- S,9.53977E+11,1.1065
1884002146,9539,78.41,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636525,OPTIONS,62.5,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1065 05/20/2021 / OTC Options Sell Out- S,9.53977E+11,1.1065
1884002129,9539,84.25,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636804,OPTIONS,100,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021 / OTC Options Sell Out- BCOV,9.53977E+11,12.565
1884002129,9539,42.13,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636804,OPTIONS,50,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021 / OTC Options Sell Out- BCOV,9.53977E+11,12.565
1884002112,7AJF        ,203.25,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636763,OPTIONS,250,(null),(null),L,(null),FXO USD CALL/ZAR PUT 12.125 05/20/2021,7AJF77044804    ,12.125
1884002129,7AJF        ,-84.25,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636804,OPTIONS,-100,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021,7AJF77044811    ,12.565
1884002181,7AJF        ,-314.4,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636503,OPTIONS,-250,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10923 05/20/2021,7AJF77044836    ,1.10923
1884002146,7AJF        ,78.41,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636525,OPTIONS,62.5,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1065 05/20/2021 / OTC Options Sell Out- S,7AJF77146564    ,1.1065
1884002104,7AJF        ,75.94,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636774,OPTIONS,100,(null),(null),L,(null),FXO USD CALL/ZAR PUT 11.325 05/20/2020 / OTC Options Sell Out- S,7AJF77138923    ,11.325
1884002129,7AJF        ,84.25,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636804,OPTIONS,100,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021 / OTC Options Sell Out- BCOV,7AJF77138916    ,12.565
1884002129,7AJF        ,42.13,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636804,OPTIONS,50,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021 / OTC Options Sell Out- BCOV,7AJF77138920    ,12.565
1884002104,7AJF        ,113.9,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636774,OPTIONS,150,(null),(null),L,(null),FXO USD CALL/ZAR PUT 11.325 05/20/2020 / OTC Options Sell Out- S,7AJF77138927    ,11.325
1884002146,7AJF        ,235.22,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636525,OPTIONS,187.5,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1065 05/20/2021 / OTC Options Sell Out- S,7AJF77150649    ,1.1065
1884002104,9810,75.94,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636774,OPTIONS,100,(null),(null),L,(null),FXO USD CALL/ZAR PUT 11.325 05/20/2020 / OTC Options Sell Out- S,9.81077E+11,11.325
1884002104,9810,113.9,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636774,OPTIONS,150,(null),(null),L,(null),FXO USD CALL/ZAR PUT 11.325 05/20/2020 / OTC Options Sell Out- S,9.81077E+11,11.325
1884002112,9577,203.25,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636763,OPTIONS,250,(null),(null),L,(null),FXO USD CALL/ZAR PUT 12.125 05/20/2021,9.57777E+11,12.125
1884002146,9577,156.81,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636525,OPTIONS,125,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1065 05/20/2021,9.57777E+11,1.1065
1884002181,9577,-314.4,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636503,OPTIONS,-250,(null),(null),S,(null),FXO EUR CALL/USD PUT 1.10923 05/20/2021,9.57777E+11,1.10923
1884002146,9577,78.41,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636525,OPTIONS,62.5,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1065 05/20/2021 / OTC Options Sell Out- S,9.57777E+11,1.1065
1884002146,9577,78.41,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636525,OPTIONS,62.5,(null),(null),L,(null),FXO CALL EUR/USD PUT 1.1065 05/20/2021 / OTC Options Sell Out- S,9.57777E+11,1.1065
1884002129,70GB        ,-84.25,CURCLOPT,USD,5/16/2019,5/20/2021 0:00,9636804,OPTIONS,-100,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021,70GB77044813    ,12.565
1884002104,70GB        ,75.94,CURCLOPT,USD,6/6/2019,5/20/2020 0:00,9636774,OPTIONS,100,(null),(null),L,(null),FXO USD CALL/ZAR PUT 11.325 05/20/2020 / OTC Options Sell Out- S,70GB77138925    ,11.325
1884002129,70GB        ,84.25,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636804,OPTIONS,100,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021 / OTC Options Sell Out- BCOV,70GB77138918    ,12.565
1884002129,70GB        ,42.13,CURCLOPT,USD,6/6/2019,5/20/2021 0:00,9636804,OPTIONS,50,(null),(null),S,(null),FXO USD CALL/ZAR PUT 12.565 05/20/2021 / OTC Options Sell Out- BCOV,70GB77138922    ,12.565
